id,naslov,zbirka,id_avtorja,avtor,ocena,stevilo_ocen,leto,glasovi 
3858,Holy Cow: An Indian Adventure,,2622,Sarah Macdonald,3.53,16566,2002,36841
303460,Among the Betrayed,Shadow Children,14617,Margaret Peterson Haddix,4.07,23874,2002,37692
449573,The Theory of Everything: The Origin and Fate of the Universe,,1401,Stephen Hawking,4.17,15985,2002,48669
157055,Once Upon a Marigold,Upon a Marigold,86265,Jean Ferris,3.99,23922,2002,35496
262229,Q is for Quarry,Kinsey Millhone,9559,Sue Grafton,3.94,24298,2002,41837
8963,Hunters of the Dusk,Cirque Du Freak,5816,Darren Shan,4.17,24279,2002,37864
37451,You Know You Love Me,Gossip Girl,12665,Cecily von Ziegesar,3.52,21200,2002,36602
353342,The Cross of Lead,Crispin,10105,Avi,3.62,23607,2002,35534
8966,Allies of the Night,Cirque du Freak,5816,Darren Shan,4.19,23389,2002,36677
836984,Distant Shores,,54493,Kristin Hannah,3.7,22912,2002,46992
15752,By the Light of the Moon,,9355,Dean Koontz,3.86,23005,2002,36541
58547,Journals,,33041,Kurt Cobain,3.99,14285,2002,35694
541920,"An Army at Dawn: The War in North Africa, 1942-1943",World War II Liberation Trilogy,38662,Rick Atkinson,4.27,16520,2002,37893
96081,Sea Glass,,3530,Anita Shreve,3.67,24401,2002,37085
86525,Master of the Senate,,722,Robert A. Caro,4.35,19046,2002,34817
238137,Purity in Death,In Death,17065,J.D. Robb,4.35,24750,2002,40699
764073,When the Emperor Was Divine,,4464,Julie Otsuka,3.75,17882,2002,36929
402015,Dancing in My Nuddy-Pants,Confessions of Georgia Nicolson,65189,Louise Rennison,4.01,22428,2002,36804
18045473,Last Train to Istanbul,,2882488,Ayşe Kulin,3.86,24078,2002,52525
238140,Reunion in Death,In Death,17065,J.D. Robb,4.35,24584,2002,40330
330947,The Gates of Rome,Emperor,119121,Conn Iggulden,4.17,22744,2002,38359
194805,Understanding Power: The Indispensable Chomsky,,2476,Noam Chomsky,4.42,6972,2002,33226
89190,Redemption Ark,Revelation Space,51204,Alastair Reynolds,4.15,24059,2002,35275
27298,The Twentieth Wife,Taj Mahal Trilogy,15322,Indu Sundaresan,4.05,13275,2002,32953
8951,The Lake of Souls,Cirque du Freak,5816,Darren Shan,4.18,21094,2002,33913
3304,City of the Beasts,Eagle and Jaguar,2238,Isabel Allende,3.72,29775,2002,50316
125502,What I Loved,,40851,Siri Hustvedt,4.06,15636,2002,37137
78408,Lemony Snicket: The Unauthorized Autobiography (A Series of Unfortunate Events companion),,36746,Lemony Snicket,3.74,17366,2002,32257
16059,The Dive from Clausen's Pier,,9915,Ann Packer,3.42,21899,2002,31944
191170,"Giggle, Giggle, Quack",,3162,Doreen Cronin,4.21,26214,2002,30783
38030,Savannah Blues,Weezie and Bebe Mysteries,21387,Mary Kay Andrews,3.99,19370,2002,34549
99219,The Butlerian Jihad,Legends of Dune,56,Brian Herbert,3.7,21412,2002,32874
682153,Three Fates,,625,Nora Roberts,4.06,20836,2002,33369
35332,Remember,Redemption,3159984,Karen Kingsbury,4.43,20077,2002,30866
28012,Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment,,4215735,Martin E.P. Seligman,3.95,9835,2002,31211
94813,Dark Guardian,Dark,6268,Christine Feehan,4.35,20711,2002,31769
153792,Cold Fire,The Circle Opens,8596,Tamora Pierce,4.08,20913,2002,30997
87220,Loser,,12696,Jerry Spinelli,3.73,18730,2002,30881
77866,Any Human Heart,,8170,William  Boyd,4.28,15940,2002,35084
170171,Catalyst,,10003,Laurie Halse Anderson,3.61,16395,2002,30254
50618,The Book of Illusions,,296961,Paul Auster,3.85,21765,2002,36940
8948,Sons of Destiny,Cirque Du Freak,5816,Darren Shan,4.21,19217,2002,31526
41950,Quentins,,3532,Maeve Binchy,3.9,22700,2002,32487
514313,Bringing Down the House: The Inside Story of Six M.I.T. Students Who Took Vegas for Millions,,2850,Ben Mezrich,3.9,22682,2002,34643
206899,Devil's Knot: The True Story of the West Memphis Three,Justice Knot,121027,Mara Leveritt,4.13,9065,2002,31640
7512,The Beach House,Beach House,5080,Mary Alice Monroe,4.22,23177,2002,53661
252999,Dark Legend,Dark,6268,Christine Feehan,4.35,19779,2002,30863
1157452,"MeruPuri, Vol. 1",MeruPuri,153732,Matsuri Hino,4.11,16313,2002,28071
80672,Double Fudge,Fudge,12942,Judy Blume,3.98,20955,2002,31014
86737,City of Masks,Stravaganza,23138,Mary Hoffman,3.91,15424,2002,31037
9201647,Why Men Love Bitches,,25840,Sherry Argov,3.9,36719,2002,109482
527823,The Contortionist's Handbook,,18686,Craig Clevenger,3.93,10571,2002,28968
132900,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,,1017070,Harvey Karp,3.91,22533,2002,36610
284195,Nantucket Nights,,88301,Elin Hilderbrand,3.63,17383,2002,33492
204041,"Naruto, Vol. 11: Impassioned Efforts",Naruto,11047,Masashi Kishimoto,4.53,20668,2002,27704
4813,1421: The Year China Discovered America,,3284,Gavin Menzies,3.6,13240,2002,29545
40313,Full Tilt,Full,2384,Janet Evanovich,3.73,17250,2002,28800
84134,Dragonswan,Were-Hunter,4430,Sherrilyn Kenyon,3.98,17415,2002,28365
66683,The Thousand Orcs,Forgotten Realms: Hunter's Blades,1023510,R.A. Salvatore,4.1,18378,2002,29600
170618,Daddy's Little Girl,,99044,Mary Higgins Clark,3.87,18580,2002,30608
2723,The Years of Rice and Salt,,1858,Kim Stanley Robinson,3.73,11290,2002,30133
28239,Dark Star Safari: Overland from Cairo to Cape Town,,9599,Paul Theroux,3.97,12898,2002,29300
366346,204 Rosewood Lane,Cedar Cove,11349,Debbie Macomber,4.14,19084,2002,30660
8646,Crow Lake,,5619,Mary Lawson,3.89,16673,2002,28970
55095,Live from New York: An Oral History of Saturday Night Live,,31089,Tom Shales,4.06,15346,2002,31045
744224,Rush Home Road,,26413,Lori Lansens,4.14,9817,2002,27187
6979826,Nemesis,Harry Hole,904719,Jo Nesbø,3.98,62806,2002,94488
77203,The Kite Runner,,569,Khaled Hosseini,4.3,2432333,2003,3504258
2,Harry Potter and the Order of the Phoenix,Harry Potter,1077326,J.K. Rowling,4.5,2517251,2003,3416516
968,The Da Vinci Code,Robert Langdon,630,Dan Brown,3.86,1938967,2003,2637789
1618,The Curious Incident of the Dog in the Night-Time,,1050,Mark Haddon,3.88,1194909,2003,1770271
18619684,The Time Traveler's Wife,,498072,Audrey Niffenegger,3.97,1577373,2003,2502705
5139,The Devil Wears Prada,The Devil Wears Prada,3490,Lauren Weisberger,3.75,787332,2003,1038251
3431,The Five People You Meet in Heaven,,2331,Mitch Albom,3.94,579531,2003,895330
21,A Short History of Nearly Everything,,7,Bill Bryson,4.2,299848,2003,692688
33724,Can You Keep a Secret?,,6160,Sophie Kinsella,3.84,378098,2003,616960
28194,Inkheart,Inkworld,15873,Cornelia Funke,3.88,371243,2003,568899
3682,A Great and Terrible Beauty,Gemma Doyle,2526,Libba Bray,3.78,209104,2003,415901
32145,Stiff: The Curious Lives of Human Cadavers,,7956,Mary Roach,4.06,172615,2003,402361
307791,The City of Ember,Book of Ember,2347,Jeanne DuPrau,3.86,247156,2003,399553
46756,Oryx and Crake,MaddAddam,3472,Margaret Atwood,4.01,221820,2003,418903
10883,Benjamin Franklin: An American Life,,7111,Walter Isaacson,4.0,114361,2003,359088
14995,Odd Thomas,Odd Thomas,9355,Dean Koontz,3.97,250709,2003,370739
33917,The Namesake,,3670,Jhumpa Lahiri,3.99,234136,2003,369520
1241,A Million Little Pieces,,822,James Frey,3.65,223174,2003,322772
80660,We Need to Talk About Kevin,,45922,Lionel Shriver,4.05,163065,2003,336376
33600,Shantaram,,18907,Gregory David Roberts,4.25,168969,2003,334681
9516,Persepolis: The Story of a Childhood,Persepolis,6238,Marjane Satrapi,4.25,159261,2003,284796
140082,Club Dead,Sookie Stackhouse,17061,Charlaine Harris,4.02,221218,2003,298633
21686,Shutter Island,,10289,Dennis Lehane,4.08,164025,2003,291881
10847,Under the Banner of Heaven,,1235,Jon Krakauer,4.0,157627,2003,289655
15925,The Guardian,,2345,Nicholas Sparks,4.15,161657,2003,278250
6486483,Emotional Intelligence 2.0,,15463,Travis Bradberry,3.84,71350,2003,257811
37190,The Tale of Despereaux,,13663,Kate DiCamillo,4.04,162638,2003,245106
3466,The Wedding,The Notebook,2345,Nicholas Sparks,3.99,139186,2003,247842
7603,Reading Lolita in Tehran: A Memoir in Books,,5151,Azar Nafisi,3.62,118311,2003,241027
4978,Wolves of the Calla,The Dark Tower,3389,Stephen King,4.17,158246,2003,242017
991197,The Complete Persepolis,Persepolis,6238,Marjane Satrapi,4.38,121080,2003,228013
1430,Eleven Minutes,,566,Paulo Coelho,3.7,149087,2003,247960
6224935,This is Where I Leave You,,26163,Jonathan Tropper,3.88,133868,2003,230982
3273,Moloka'i,Moloka'i,2226,Alan Brennert,4.17,107432,2003,220557
1087204,"Ouran High School Host Club, Vol. 1",Ouran High School Host Club,144405,Bisco Hatori,4.36,143701,2003,202740
179064,The Goose Girl,The Books of Bayern,49177,Shannon Hale,4.11,132250,2003,210654
25179,Blankets,,14151,Craig Thompson,4.05,95117,2003,180786
297792,The Slippery Slope,A Series of Unfortunate Events,36746,Lemony Snicket,4.02,105814,2003,175500
334123,The Amulet of Samarkand,Bartimaeus,33467,Jonathan Stroud,4.0,115824,2003,189613
8600,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",,5571,Lynne Truss,3.87,97650,2003,177306
156534,"Y: The Last Man, Vol. 1: Unmanned",,24514,Brian K. Vaughan,4.08,104348,2003,167212
23228,Boy Meets Boy,,11664,David Levithan,3.83,65996,2003,167017
535441,The Zombie Survival Guide: Complete Protection from the Living Dead,,5791,Max Brooks,3.86,96914,2003,171229
1301,Moneyball: The Art of Winning an Unfair Game,,776,Michael   Lewis,4.26,101345,2003,172987
7214,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,,4829,Donald Miller,3.9,102680,2003,160024
227865,The Eternity Code,Artemis Fowl,10896,Eoin Colfer,4.03,124232,2003,175625
28078,The Birth of Venus,,15830,Sarah Dunant,3.81,92366,2003,157426
462033,Maisie Dobbs,Maisie Dobbs,5023,Jacqueline Winspear,3.91,82818,2003,165776
19596,Color: A Natural History of the Palette,,11729,Victoria Finlay,3.79,63333,2003,146632
262430,Gregor the Overlander,Underland Chronicles,153394,Suzanne Collins,4.0,93072,2003,159135
91479,Death Masks,The Dresden Files,10746,Jim Butcher,4.29,118227,2003,161058
40331,To the Nines,Stephanie Plum,2384,Janet Evanovich,4.17,107296,2003,156373
252499,The Queen's Fool,The Plantagenet and Tudor Novels,9987,Philippa Gregory,3.86,90109,2003,150660
334643,Abhorsen,Abhorsen,8347,Garth Nix,4.21,114497,2003,152284
1466455,Three Wishes,,322069,Liane Moriarty,3.78,104967,2003,188885
32370,Dry,,3058,Augusten Burroughs,4.02,85210,2003,140712
444304,The Field Guide,The Spiderwick Chronicles,25421,Tony DiTerlizzi,3.9,77961,2003,135870
34494,The Wee Free Men,Discworld,1654,Terry Pratchett,4.26,94786,2003,149913
3464,True Believer,Jeremy Marsh & Lexie Darnell,2345,Nicholas Sparks,3.81,77468,2003,145834
113435,Crossroads of Twilight,The Wheel of Time,6252,Robert Jordan,3.81,92824,2003,146500
1317181,Harry Potter and the Order of the Phoenix,Harry Potter,1077326,J.K. Rowling,4.62,99446,2003,125670
10235,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",,4770,Tracy Kidder,4.19,72811,2003,128448
191113,Don't Let the Pigeon Drive the Bus!,,33274,Mo Willems,4.3,80370,2003,124001
5454,The Second Summer of the Sisterhood,Sisterhood,3681,Ann Brashares,3.79,88985,2003,133211
599,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",,375,Chuck Klosterman,3.74,65953,2003,114788
22284,Diary,,2546,Chuck Palahniuk,3.61,73376,2003,111260
15719,Marvel 1602,,1221698,Neil Gaiman,3.94,54202,2003,111690
111332,Into the Wild,Warriors,27498,Erin Hunter,4.3,75963,2003,121502
5356,The King of Torts,,721,John Grisham,3.69,77267,2003,114671
11525,"1,000 Places to See Before You Die",,350,Patricia Schultz,3.86,38470,2003,104549
22435,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",,509,Brian Greene,4.11,34452,2003,104387
7058405,The Ice Princess,Patrik Hedström,72887,Camilla Läckberg,3.74,60575,2003,125147
641604,Purple Cow: Transform Your Business by Being Remarkable,,1791,Seth Godin,3.77,44479,2003,98654
263147,Vampire Kisses,Vampire Kisses,153734,Ellen Schreiber,3.71,49289,2003,93079
397483,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",,5869,Erik Larson,3.99,524172,2003,950444
455941,Persuader,Jack Reacher,5091,Lee Child,4.1,69231,2003,113092
84145,Dance with the Devil,Dark-Hunter,4430,Sherrilyn Kenyon,4.38,60997,2003,86005
762053,Key of Light,Key Trilogy,625,Nora Roberts,4.17,55968,2003,83448
204276,Split Second,Sean King & Michelle Maxwell,9291,David Baldacci,4.0,59970,2003,99385
45108,Fool's Fate,Tawny Man,25307,Robin Hobb,4.42,63342,2003,89142
6588,The Big Bad Wolf ,Alex Cross,3780,James Patterson,4.0,50245,2003,86176
82434,Saving Francesca,,47104,Melina Marchetta,3.97,31454,2003,81365
217432,Between Sisters,,54493,Kristin Hannah,4.02,50784,2003,101411
737957,Michelangelo and the Pope's Ceiling,,26293,Ross King,3.77,31773,2003,75407
34511,Monstrous Regiment,Discworld,1654,Terry Pratchett,4.19,62461,2003,92679
64481,A Northern Light,,36346,Jennifer Donnelly,3.81,39569,2003,81560
381421,Jesus Calling: Enjoying Peace in His Presence,,217195,Sarah  Young,4.5,55810,2003,85596
14569052,Purple Hibiscus,,11291,Chimamanda Ngozi Adichie,4.17,75148,2003,187047
10911,Second Glance,,7128,Jodi Picoult,3.79,42137,2003,79622
154798,Superman: Red Son,,12736,Mark Millar,4.17,48728,2003,73757
498389,The Devil's Star,Harry Hole,904719,Jo Nesbø,4.05,58903,2003,90902
67,The Known World,,33,Edward P. Jones,3.83,35414,2003,77418
22320,Pattern Recognition,Blue Ant,9226,William Gibson,3.87,44177,2003,75357
7788,The Cat in the Hat and Other Dr. Seuss Favorites,,61105,Dr. Seuss,4.42,57778,2003,66489
30245,Cerulean Sins,"Anita Blake, Vampire Hunter",9550,Laurell K. Hamilton,3.85,48583,2003,71432
161887,East,East,93858,Edith Pattou,4.14,39542,2003,72130
352262,How to Train Your Dragon,How to Train Your Dragon,23894,Cressida Cowell,3.88,37914,2003,73118
823,Quicksilver,The Baroque Cycle,545,Neal Stephenson,3.92,36729,2003,71687
138685,Dissolution,Matthew Shardlake,80212,C.J. Sansom,4.07,41493,2003,77680
10990,Lord John and the Private Matter,Lord John Grey,3617,Diana Gabaldon,3.71,40681,2003,74692
175004,Eagle Strike,Alex Rider,32590,Anthony Horowitz,4.12,46038,2003,66076
8,"Harry Potter Boxed Set, Books 1-5",Harry Potter,1077326,J.K. Rowling,4.78,53177,2003,60774
254799,The Creative Habit: Learn It and Use It for Life,,148884,Twyla Tharp,4.05,28518,2003,62281
89788,The Lady and the Unicorn,,1973,Tracy Chevalier,3.69,41334,2003,66713
275000,Fire and Ice,Warriors,27498,Erin Hunter,4.38,45143,2003,67693
18402,The Dante Club,The Dante Club,6247,Matthew Pearl,3.39,36951,2003,66380
856917,"Absolute Boyfriend, Vol. 1",,732829,Yuu Watase,4.01,34021,2003,58172
347656,Don't Waste Your Life,,25423,John Piper,4.12,26508,2003,60512
56073,Living History,,2778471,Hillary Rodham Clinton,3.75,30253,2003,60686
32257,The Sinner,Rizzoli & Isles,18149,Tess Gerritsen,4.12,46395,2003,71381
13570,"Tsubasa: RESERVoir CHRoNiCLE, Vol. 1",,8476,CLAMP,4.12,39377,2003,57236
8088,Sunshine,,5339,Robin McKinley,3.85,37739,2003,65550
126507,Lost Light,Harry Bosch,12470,Michael Connelly,4.18,48154,2003,73400
831194,Forest of Secrets,Warriors,27498,Erin Hunter,4.42,41874,2003,62765
3181564,The Housekeeper and the Professor,,42775,Yōko Ogawa,3.96,31839,2003,71017
15858,Mirror Mirror,,7025,Gregory Maguire,3.28,29664,2003,56538
825377,The Dot,,198837,Peter H. Reynolds,4.2,27564,2003,54828
31623,Blow Fly,Kay Scarpetta,1025097,Patricia Cornwell,3.78,37603,2003,61819
33441,"Fluke: Or, I Know Why the Winged Whale Sings",,16218,Christopher Moore,3.75,37862,2003,56026
110444,The Lake House,When the Wind Blows,3780,James Patterson,3.8,35148,2003,57750
519048,The Seeing Stone,The Spiderwick Chronicles,25421,Tony DiTerlizzi,3.89,37233,2003,55337
47613,Mister Monday,The Keys to the Kingdom,8347,Garth Nix,3.79,35201,2003,57146
128752,Bare Bones,Temperance Brennan,26372,Kathy Reichs,3.97,35363,2003,57770
93731,Princess in Pink,The Princess Diaries,11654,Meg Cabot,3.7,33856,2003,57091
17689,Franz Kafka's The Castle,,877884,David Fishelson,4.08,27925,2003,49942
777211,Executive Power,Mitch Rapp,14989,Vince Flynn,4.3,41994,2003,59207
125956,Black: The Birth of Evil,The Circle,1441,Ted Dekker,4.19,32245,2003,53549
880,Pompeii,,575,Robert   Harris,3.82,36007,2003,60994
5347,Bleachers,,721,John Grisham,3.48,36306,2003,58000
23225,Haunted,The Mediator,11654,Meg Cabot,4.14,36268,2003,52735
91017,Rubicon: The Last Years of the Roman Republic,,52292,Tom Holland,4.19,15194,2003,53006
69392,Milkweed,,12696,Jerry Spinelli,4.01,25209,2003,51174
16249,Angry Housewives Eating Bon Bons,,10020,Lorna Landvik,3.8,34215,2003,52614
332631,"Y: The Last Man, Vol. 2: Cycles",,24514,Brian K. Vaughan,4.22,36105,2003,48453
233044,The Shop on Blossom Street,Blossom Street,11349,Debbie Macomber,4.05,29365,2003,52225
268604,Portrait in Death,In Death,17065,J.D. Robb,4.37,33562,2003,51297
114206,Key of Valor,Key Trilogy,625,Nora Roberts,4.12,33459,2003,50356
21721,A Faint Cold Fear,Grant County,12504,Karin Slaughter,4.07,36682,2003,57577
125963,Thr3e,,1441,Ted Dekker,4.09,31260,2003,50780
253106,"The Earth, My Butt, and Other Big Round Things",Virginia Shreves,27621,Carolyn Mackler,3.78,26648,2003,49590
280277,Lucinda's Secret,The Spiderwick Chronicles,25421,Tony DiTerlizzi,3.88,31917,2003,48219
9799,The Fortress of Solitude,,6404,Jonathan Lethem,3.87,20810,2003,51391
18723,Brick Lane,,11271,Monica Ali,3.42,28236,2003,50211
248682,Key of Knowledge,Key Trilogy,625,Nora Roberts,4.11,33785,2003,51114
108428,Are Prisons Obsolete?,,5863103,Angela Y. Davis,4.53,10429,2003,45796
110386,"To Sir Phillip, With Love",Bridgertons,63898,Julia Quinn,3.89,33927,2003,50910
3973,Ilium,Ilium,2687,Dan Simmons,4.03,25974,2003,48556
4507,Sickened: The Memoir of a Munchausen by Proxy Childhood,,3096,Julie Gregory,3.73,16140,2003,47252
301538,The Darkness That Comes Before,The Prince of Nothing,8587,R. Scott Bakker,3.79,17937,2003,47054
39033,Still Life With Crows,Pendergast,12577,Douglas Preston,4.17,33615,2003,47674
643301,Angels and Demons / The Da Vinci Code,Robert Langdon,630,Dan Brown,4.25,27355,2003,41504
31331,Blood Canticle,The Vampire Chronicles,7577,Anne Rice,3.72,22179,2003,47850
39933,How to Read Literature Like a Professor,,11550,Thomas C. Foster,3.66,22732,2003,50028
40223,Kushiel's Avatar,Phèdre's Trilogy,9237,Jacqueline Carey,4.36,33351,2003,46341
11077,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,,7209,J. Maarten Troost,3.88,21411,2003,42535
228063,"xxxHolic, Vol. 1",xxxHOLiC,8476,CLAMP,4.15,26626,2003,40506
279561,Broken Angels,Takeshi Kovacs,16496,Richard K. Morgan,3.94,30860,2003,50998
167010,"Fables, Vol. 2: Animal Farm",,12444,Bill Willingham,4.11,29368,2003,41397
97898,The Full Cupboard of Life,No. 1 Ladies' Detective Agency,4738,Alexander McCall Smith,4.02,29184,2003,44045
215543,The Lost City of Faar,Pendragon,74046,D.J. MacHale,4.17,29148,2003,41237
803171,Skippyjon Jones,,78407,Judy Schachner,4.23,33453,2003,41620
123543,The Bourne Legacy,Jason Bourne,39467,Eric Van Lustbader,3.88,27473,2003,42744
199687,Second Helpings,Jessica Darling,79922,Megan McCafferty,4.07,25759,2003,39843
298137,Mao's Last Dancer,,6361,Li Cunxin,4.12,25922,2003,43944
477338,Blue is for Nightmares,Blue is for Nightmares,58846,Laurie Faria Stolarz,3.82,17974,2003,39695
398323,Out Stealing Horses,,225944,Per Petterson,3.81,28753,2003,49800
11711,Vernon God Little,,7471,D.B.C. Pierre,3.6,28157,2003,43260
43927,No Second Chance,,24689,Harlan Coben,4.08,30406,2003,51639
35805,The Capture,Guardians of Ga'Hoole,4735,Kathryn Lasky,3.91,24918,2003,41902
531197,Lyra's Oxford,His Dark Materials,3618,Philip Pullman,3.58,21836,2003,44563
47720,The Sandman: Endless Nights,,1221698,Neil Gaiman,4.34,24883,2003,40791
14280,Runaway,,6410,Alice Munro,3.98,20537,2003,45704
113576,The Smartest Guys in the Room: The Amazing Rise and Scandalous Fall of Enron,,65798,Bethany McLean,4.21,17368,2003,41957
139254,Empress Orchid,Empress Orchid,686103,Anchee Min,3.88,22033,2003,42135
155421,Something from the Nightside,Nightside,41942,Simon R. Green,3.77,23070,2003,39247
394255,The Wife,,113936,Meg Wolitzer,3.69,23717,2003,57142
142900,The Master Butchers Singing Club,,9388,Louise Erdrich,4.05,22025,2003,40142
536982,The Never War,Pendragon,74046,D.J. MacHale,4.13,28754,2003,39171
15824358,The First 90 Days: Critical Success Strategies for New Leaders at All Levels,,201695,Michael D. Watkins,3.86,18085,2003,50562
36,The Lord of the Rings: Weapons and Warfare,,5448409,Chris   Smith,4.56,28155,2003,35671
675905,Summer People,,88301,Elin Hilderbrand,3.92,21579,2003,41371
592806,Tempting the Beast,Breeds,2614,Lora Leigh,3.93,21625,2003,39267
23577,Lies & the Lying Liars Who Tell Them: A Fair & Balanced Look at the Right,,13311,Al Franken,3.82,27906,2003,39114
6567284,Night Embrace,Dark-Hunter,4430,Sherrilyn Kenyon,4.24,55763,2003,81431
598159,"Panda Bear, Panda Bear, What Do You See?",,5086768,Bill Martin Jr.,4.23,31042,2003,35956
81524,The Dark Hills Divide,The Land of Elyon,46474,Patrick Carman,3.73,20926,2003,35574
59889,Safe Harbour,,14255,Danielle Steel,4.07,20139,2003,37473
5369,The Amber Room,,3621,Steve Berry,3.86,24697,2003,39140
216408,The True Story of Hansel and Gretel,,126839,Louise Murphy,4.03,11691,2003,35824
80834,Pyongyang: A Journey in North Korea,,46027,Guy Delisle,3.92,20811,2003,38414
110095,An Assembly Such as This ,"Fitzwilliam Darcy, Gentleman",34683,Pamela Aidan,3.7,12989,2003,35270
94072,Geography Club,Russel Middlebrook,53984,Brent Hartinger,3.74,14556,2003,34357
68985,"The Power of Full Engagement: Managing Energy, Not Time, Is the Key to High Performance and Personal Renewal",,38870,Jim Loehr,4.04,12430,2003,36614
759900,The Killing Hour,Quincy & Rainie,18282,Lisa Gardner,4.17,24174,2003,38357
114203,Birthright,,625,Nora Roberts,4.03,24580,2003,39665
25017,"Krakatoa: The Day the World Exploded: August 27, 1883",,14053,Simon Winchester,3.87,17890,2003,35904
238139,Imitation in Death,In Death,17065,J.D. Robb,4.37,24848,2003,40127
312050,Icefire,The Last Dragon Chronicles,179712,Chris d';Lacey,3.91,23842,2003,34249
161656,The Tail of Emily Windsnap,Emily Windsnap,93726,Liz Kessler,3.91,22147,2003,37476
34197014,Trickster's Choice,Daughter of the Lioness,8596,Tamora Pierce,4.23,61752,2003,100685
10917,My Sister's Keeper,,7128,Jodi Picoult,4.08,1058618,2004,1439191
42156,Something Borrowed,Darcy & Rachel,13370,Emily Giffin,3.85,508462,2004,766707
389627,Diary of a Wimpy Kid,Diary of a Wimpy Kid,221559,Jeff Kinney,3.99,448252,2004,694475
366522,P.S. I Love You,P.S. I Love You,7116,Cecelia Ahern,4.02,338195,2004,545528
49628,Cloud Atlas,,6538289,David Mitchell,4.01,217310,2004,518130
51737,The Truth About Forever,,2987,Sarah Dessen,4.12,209322,2004,369493
16130,Alexander Hamilton,,9950,Ron Chernow,4.21,130212,2004,401783
14201,Jonathan Strange & Mr Norrell,,8842,Susanna Clarke,3.82,199818,2004,414713
10176,Dress Your Family in Corduroy and Denim,,2849,David Sedaris,4.1,245736,2004,363047
138398,"The Walking Dead, Vol. 1: Days Gone Bye",,12425,Robert Kirkman,4.27,205199,2004,337256
140077,Dead to the World,Sookie Stackhouse,17061,Charlaine Harris,4.12,244802,2004,324539
17231,Darkly Dreaming Dexter,Dexter,10482,Jeff Lindsay,3.89,190565,2004,319225
29800,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",,16807,Bryan Lee O';Malley,4.17,167551,2004,275068
13615,"Death Note, Vol. 1: Boredom",Death Note,5502079,Tsugumi Ohba,4.44,193216,2004,269052
270730,Crank,Crank,2821144,Ellen Hopkins,4.15,125811,2004,241552
943402,Let the Right One In,,479779,John Ajvide Lindqvist,4.05,90762,2004,246841
5091,The Dark Tower,The Dark Tower,3389,Stephen King,4.26,146250,2004,233353
12930,Messenger,The Giver,2493,Lois Lowry,3.91,112539,2004,212170
60400,The Ruins of Gorlan,Ranger's Apprentice,34049,John Flanagan,4.21,125160,2004,210173
5093,Song of Susannah,The Dark Tower,3389,Stephen King,3.97,134690,2004,211999
68210,Gilead,,7491,Marilynne Robinson,3.85,80795,2004,188390
30264,Dead Witch Walking,The Hollows,17054,Kim Harrison,4.04,110995,2004,187064
49465,Those Who Save Us,,27857,Jenna Blum,4.13,93468,2004,194991
29396,Furies of Calderon,Codex Alera,10746,Jim Butcher,4.11,97291,2004,177190
65111,The Grim Grotto,A Series of Unfortunate Events,36746,Lemony Snicket,4.01,96542,2004,163417
10505,History of Beauty,,1730,Umberto Eco,3.79,51653,2004,154419
17803,After Dark,,3354,Haruki Murakami,3.71,110768,2004,186481
475,Collapse: How Societies Choose to Fail or Succeed,,256,Jared Diamond,3.93,61022,2004,163885
16243,Case Histories,Jackson Brodie,10015,Kate Atkinson,3.82,88338,2004,166392
854757,Bet Me,,19005,Jennifer Crusie,3.94,85639,2004,150138
147865,"Love, Rosie",,7116,Cecelia Ahern,3.94,104517,2004,196217
35982,My Horizontal Life: A Collection of One-Night Stands,,20357,Chelsea Handler,3.79,101781,2004,147773
99383,Blood Rites,The Dresden Files,10746,Jim Butcher,4.3,111980,2004,153523
64222,Going Postal,Discworld,1654,Terry Pratchett,4.37,104177,2004,151666
706,America (The Book): A Citizen's Guide to Democracy Inaction,,466,Jon   Stewart,4.01,89902,2004,143253
231562,The Enemy,Jack Reacher,5091,Lee Child,4.16,103192,2004,162276
15924,At First Sight,Jeremy Marsh & Lexie Darnell,2345,Nicholas Sparks,3.83,77568,2004,144541
89375,90 Minutes in Heaven: A True Story of Death and Life,,39054,Don Piper,3.94,83219,2004,133244
68527,The Last Kingdom,The Saxon Stories,12542,Bernard Cornwell,4.25,73876,2004,156958
86663,Ten Big Ones,Stephanie Plum,2384,Janet Evanovich,4.14,91748,2004,138268
13223520,Existence,Existence,4872191,Abbi Glines,3.94,58244,2004,121269
187065,New Spring,The Wheel of Time,6252,Robert Jordan,4.03,80328,2004,129731
34262,Peter and the Starcatchers,Peter and the Starcatchers,6245,Dave Barry,4.03,71367,2004,121848
5346,The Last Juror,,721,John Grisham,3.89,85230,2004,127928
9417,Shopaholic and Sister,Shopaholic,6160,Sophie Kinsella,3.67,84297,2004,125668
